Properties,Transcription Factors,Regions
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_5,,seq2147_[chr9:126763605-126763775]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_5,,seq184_[chr10:51039483-51039653]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,ELF1_Fimo_hg19_7,seq258_[chr11:10373615-10373785]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,CR936877.3_Fimo_hg19_22,seq905_[chr2:161781638-161781808]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,NFAT_Fimo_ENCODE_2,seq1397_[chr7:12368757-12368927]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,ETV5_Fimo_hg19_31,seq1623_[chr1:9774468-9774638]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,USF2_Fimo_hg19_2,seq116_[chr1:160951446-160951616]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq956_[chr2:233916594-233916764]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq825_[chr2:17721823-17721993]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq1563_[chr9:75295558-75295728]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq580_[chr15:89536311-89536481]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq1366_[chr6:144651800-144651970]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq887_[chr2:121467289-121467459]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq334_[chr11:121671606-121671776]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1,,seq1282_[chr5:147254685-147254855]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq2236_[chr10:74114347-74114517]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq1142_[chr4:41258753-41258923]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq511_[chr14:75745409-75745579]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq414_[chr12:110318406-110318576]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq180_[chr10:33247228-33247398]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq1207_[chr5:2751732-2751902]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq677_[chr17:37845417-37845587]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq1274_[chr5:140381871-140382041]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq493_[chr14:64854653-64854823]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2,,seq117_[chr1:160983560-160983730]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq1340_[chr6:90193123-90193293]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq391_[chr12:62500395-62500565]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq236_[chr10:126158599-126158769]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq1609_[chr9:139695644-139695814]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq2089_[chr13:112726838-112727008]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq1811_[chr17:6365105-6365275]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq398_[chr12:92860238-92860408]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq215_[chr10:92690066-92690236]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq401_[chr12:95945211-95945381]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3,,seq1370_[chr6:154864096-154864266]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq1535_[chr8:144120264-144120434]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,controls_seq148_[chr9:110235258-110235428]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq200_[chr10:77161522-77161692]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq1648_[chr1:101200853-101201023]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq2264_[chr17:36729216-36729386]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq2231_[chr10:74014932-74015102]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq1293_[chr5:172983462-172983632]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq1658_[chr10:17430253-17430423]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq689_[chr17:47943180-47943350]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4,,seq2237_[chr10:102245397-102245567]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,controls_seq36_[chr18:49573352-49573522]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq2269_[chr18:74110957-74111127]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq96_[chr1:113570296-113570466]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq1606_[chr9:138232061-138232231]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq2126_[chr2:2835494-2835664]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,controls_seq110_[chr2:30607896-30608066]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq2159_[chr3:181433881-181434051]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq1147_[chr4:56147529-56147699]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq469_[chr13:101768198-101768368]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq820_[chr2:8776917-8777087]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5,,seq1498_[chr8:40771792-40771962]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq432_[chr12:124625507-124625677]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq231_[chr10:123339836-123340006]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq464_[chr13:79232505-79232675]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq2109_[chr18:22628079-22628249]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq1205_[chr5:1515005-1515175]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq397_[chr12:89845723-89845893]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq1266_[chr5:129060420-129060590]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq1339_[chr6:86379630-86379800]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq487_[chr14:54209002-54209172]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_1,,seq1359_[chr6:126070571-126070741]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq485_[chr14:51706847-51707017]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq363_[chr12:32552619-32552789]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq2242_[chr11:46615443-46615613]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq2249_[chr12:57914375-57914545]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq405_[chr12:101960136-101960306]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq615_[chr16:26997150-26997320]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq1039_[chr22:39610563-39610733]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq807_[chr19:52408231-52408401]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq966_[chr2:236995715-236995885]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2,,seq19_[chr1:11741207-11741377]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq1507_[chr8:77593271-77593441]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq832_[chr2:36498299-36498469]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq2291_[chr6:113908526-113908696]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq461_[chr13:63086520-63086690]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq521_[chr14:100355660-100355830]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq321_[chr11:102068532-102068702]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq1859_[chr2:123819105-123819275]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq2139_[chr6:98973889-98974059]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq1055_[chr3:20371483-20371653]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3,,seq590_[chr15:93905528-93905698]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,SNAI3_Fimo_hg19_1,seq1796_[chr16:54385386-54385556]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,YY2_Fimo_hg19_9,seq1714_[chr12:55457211-55457381]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,YY2_Fimo_hg19_10,seq2232_[chr10:74020532-74020702]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,SOX1_Fimo_hg19_3,seq1772_[chr15:37338155-37338325]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,PAX6_Fimo_ENCODE_4,seq1263_[chr5:123210525-123210695]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,,seq2027_[chr8:65936285-65936455]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,,seq2165_[chr6:99282262-99282432]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,,seq2235_[chr10:74057828-74057998]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,,seq1774_[chr15:39959593-39959763]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4,,controls_seq46_[chr2:174989094-174989264]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1275_[chr5:141928420-141928590]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1914_[chr22:27898396-27898566]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq270_[chr11:25601079-25601249]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1582_[chr9:101935085-101935255]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1432_[chr7:75793253-75793423]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1311_[chr6:15895241-15895411]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq322_[chr11:102079639-102079809]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq1505_[chr8:72836323-72836493]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq2001_[chr7:29596496-29596666]
Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5,,seq836_[chr2:37423583-37423753]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,TFAP2_Fimo_ENCODE_10,seq183_[chr10:43312452-43312622]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,TFAP2_Fimo_ENCODE_4,seq2166_[chr9:126773515-126773685]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,E2F4_Fimo_hg19_3,controls_seq174_[chr6:31126527-31126697]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,NFE2L2_Fimo_ENCODE_1,seq793_[chr19:18365973-18366143]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,E2F4_Fimo_hg19_6,seq1400_[chr7:13875076-13875246]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq1512_[chr8:93107646-93107816]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq1501_[chr8:50005334-50005504]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq1163_[chr4:91119425-91119595]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq1556_[chr9:71487184-71487354]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq125_[chr1:178235935-178236105]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq792_[chr19:17246400-17246570]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1,,seq307_[chr11:77184409-77184579]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq2305_[chr9:117068145-117068315]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq1618_[chrX:130611512-130611682]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq904_[chr2:157487561-157487731]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq1559_[chr9:73035377-73035547]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,controls_seq75_[chr6:23180868-23181038]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq1516_[chr8:104663261-104663431]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,controls_seq49_[chr21:34291162-34291332]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq217_[chr10:98105168-98105338]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq1060_[chr3:33619186-33619356]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq2020_[chr8:13214951-13215121]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2,,seq350_[chr12:8962852-8963022]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq626_[chr16:52299381-52299551]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq2234_[chr10:74033439-74033609]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq203_[chr10:77842878-77843048]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1429_[chr7:73509281-73509451]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1385_[chr7:2539826-2539996]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq867_[chr2:70995246-70995416]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq2053_[chr9:108438869-108439039]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1900_[chr20:46433296-46433466]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1430_[chr7:73693981-73694151]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1048_[chr22:46241068-46241238]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,controls_seq55_[chr3:147652769-147652939]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq1542_[chr9:16768932-16769102]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3,,seq2229_[chr10:74008393-74008563]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,controls_seq8_[chr10:102245394-102245564]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq374_[chr12:49380487-49380657]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1175_[chr4:125380900-125381070]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq680_[chr17:42633937-42634107]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1911_[chr22:26790853-26791023]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1937_[chr3:155432158-155432328]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq2272_[chr2:211627649-211627819]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1886_[chr20:10618280-10618450]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq732_[chr18:6752629-6752799]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq154_[chr1:228110602-228110772]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1240_[chr5:72783756-72783926]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq497_[chr14:68400983-68401153]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1570_[chr9:94647461-94647631]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq155_[chr1:228871123-228871293]
Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4,,seq1927_[chr3:64624784-64624954]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq1193_[chr4:173995523-173995693]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq2300_[chr8:133412943-133413113]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq1061_[chr3:45726102-45726272]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq2206_[chr1:40442529-40442699]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq2266_[chr17:74117555-74117725]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq161_[chr1:233431342-233431512]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq2147_[chr9:126763605-126763775]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq2297_[chr7:148032155-148032325]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq450_[chr13:43167231-43167401]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1,,seq1688_[chr11:13123771-13123941]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq63_[chr1:43432875-43433045]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq2263_[chr17:13542498-13542668]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq865_[chr2:69135637-69135807]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq993_[chr20:44393959-44394129]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq1446_[chr7:100743510-100743680]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq1485_[chr7:151167884-151168054]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,controls_seq157_[chr9:110857575-110857745]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,controls_seq180_[chr9:110252111-110252281]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq194_[chr10:69913462-69913632]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq1219_[chr5:14036238-14036408]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq2279_[chr22:36727609-36727779]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq297_[chr11:67203946-67204116]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq1526_[chr8:128822474-128822644]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq2212_[chr1:59249676-59249846]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq776_[chr19:3968792-3968962]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,controls_seq162_[chr8:128822479-128822649]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2,,seq184_[chr10:51039483-51039653]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq602_[chr16:6246080-6246250]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq2228_[chr10:34716436-34716606]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq1964_[chr5:58295687-58295857]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq1493_[chr8:32987010-32987180]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq31_[chr1:20813189-20813359]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq1049_[chr22:46440726-46440896]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq366_[chr12:33741075-33741245]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq2233_[chr10:74032638-74032808]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq857_[chr2:58767177-58767347]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq193_[chr10:69621993-69622163]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq317_[chr11:94964592-94964762]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq51_[chr1:33808005-33808175]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3,,seq1255_[chr5:107008317-107008487]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq1571_[chr9:94649070-94649240]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq1196_[chr4:184026378-184026548]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq1191_[chr4:169762284-169762454]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq842_[chr2:42274000-42274170]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq1769_[chr14:100350343-100350513]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,controls_seq185_[chr11:31832761-31832931]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq1767_[chr14:96494017-96494187]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq2220_[chr1:155804391-155804561]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq266_[chr11:20178226-20178396]
Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_4,,seq2132_[chr3:181956041-181956211]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq469_[chr13:101768198-101768368]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq116_[chr1:160951446-160951616]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq1609_[chr9:139695644-139695814]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq1563_[chr9:75295558-75295728]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq1811_[chr17:6365105-6365275]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq398_[chr12:92860238-92860408]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq401_[chr12:95945211-95945381]
Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1,,seq493_[chr14:64854653-64854823]
